2023-Aug-04 from 20:00 to 20:59
20:00,20:01,20:02,20:03,20:04,20:05,20:06,20:07,20:08,20:09,20:10,20:11,20:12,20:13,20:14,20:15,20:16,20:17,20:18,20:19,20:20,20:21,20:22,20:23,20:24,20:25,20:26,20:27,20:28,20:29,20:30,20:31,20:32,20:33,20:34,20:35,20:36,20:37,20:38,20:39,20:40,20:41,20:42,20:43,20:44,20:45,20:46,20:47,20:48,20:49,20:50,20:51,20:52,20:53,20:54,20:55,20:56,20:57,20:58,20:59
430,430,428,428,429,430,430,428,428,428,429,428,429,429,429,429,430,428,429,429,429,429,430,429,429,428,429,428,430,429,428,428,430,428,428,429,430,430,429,429,429,429,429,429,429,429,428,429,429,429,429,429,429,428,428,428,429,428,429,429
429,429,429,429,429,429,429,428,429,429,428,428,430,428,429,429,428,429,429,429,428,428,429,430,429,428,429,428,428,430,428,429,429,428,430,429,430,428,430,428,430,429,428,428,429,429,429,428,429,430,428,428,429,429,428,429,429,429,428,430
429,429,429,429,428,429,429,429,428,429,429,429,428,428,429,429,429,429,429,429,429,429,429,429,429,429,430,429,429,429,428,429,429,428,429,429,429,430,428,429,430,430,430,429,429,429,428,428,429,430,429,429,428,430,429,429,429,428,428,429
429,429,429,429,429,429,428,429,430,429,429,429,429,428,430,429,430,429,429,429,429,428,428,429,428,429,429,429,428,428,429,429,429,429,429,428,429,429,429,429,429,429,429,428,429,429,430,428,429,429,430,429,429,428,430,429,428,429,429,428
429,429,430,429,428,429,430,429,428,430,429,429,429,429,429,429,429,429,429,430,429,429,429,429,429,428,430,428,428,429,429,429,430,429,429,428,429,430,429,429,430,429,429,430,428,430,428,429,429,429,429,430,429,428,429,428,428,430,428,429
429,430,428,429,428,430,429,429,429,428,429,429,428,428,429,429,430,428,430,429,429,429,429,429,430,429,429,429,428,429,429,430,428,429,429,429,430,429,428,429,429,430,430,429,430,428,430,429,429,430,429,429,430,430,430,429,430,429,429,429
430,428,429,429,429,429,429,428,430,428,429,429,429,429,429,430,430,429,428,429,429,429,429,429,429,430,428,429,430,429,429,429,429,429,429,429,430,429,428,429,428,430,429,430,430,428,429,429,429,430,428,430,429,429,429,430,428,429,429,429
429,429,429,430,430,429,429,429,429,428,430,429,428,429,430,430,430,429,428,429,429,430,428,428,430,428,429,429,429,428,429,429,429,428,429,429,428,430,429,428,428,429,429,429,429,429,429,429,428,430,429,428,429,429,429,429,429,429,429,430
429,430,429,429,429,429,429,428,428,429,428,429,429,430,430,429,428,430,429,429,429,429,428,428,429,429,429,429,429,429,429,429,428,429,429,429,429,429,429,428,430,430,429,429,430,429,428,430,430,429,428,430,429,429,429,429,428,429,429,430
428,430,428,430,429,430,428,429,429,429,428,429,430,429,428,429,430,428,429,429,428,429,429,429,429,430,428,428,430,429,429,429,429,429,429,429,430,430,429,428,428,430,428,429,429,428,429,429,429,429,430,430,429,429,429,428,429,429,429,430
429,428,429,430,428,430,429,430,429,429,429,428,430,430,428,429,429,428,428,428,429,429,429,429,430,430,429,429,429,428,429,429,428,429,429,429,429,429,429,428,429,428,430,429,429,429,429,429,428,429,429,428,428,430,428,429,429,430,429,429
429,428,429,430,429,429,429,428,428,428,429,428,429,429,429,429,429,429,429,428,430,428,430,428,429,429,428,429,429,428,429,428,429,430,429,429,429,429,430,428,428,429,429,429,428,429,429,429,428,429,429,429,428,430,430,429,429,429,429,429
429,429,429,430,428,430,428,428,428,429,429,430,428,428,428,430,428,428,429,428,429,429,429,428,430,429,430,431,430,429,429,429,428,429,429,430,429,428,430,430,428,428,429,429,430,430,428,429,429,428,428,429,428,429,428,428,428,429,429,429
430,428,428,428,428,428,430,430,429,429,428,429,429,429,429,428,428,430,428,429,429,428,429,428,430,429,429,429,430,428,429,429,429,429,429,428,428,429,429,429,428,429,429,430,428,429,429,429,429,430,429,428,429,430,428,428,429,428,428,429
428,429,429,429,429,428,428,429,429,430,429,430,430,428,430,429,430,429,429,429,430,430,429,429,429,429,429,429,428,428,429,429,429,429,428,429,430,429,428,429,429,429,429,429,429,430,428,429,429,429,429,429,429,429,430,430,429,428,429,429
429,429,429,428,430,429,429,429,429,428,429,429,429,429,429,429,429,429,429,430,429,429,430,430,428,428,430,428,429,428,428,430,429,429,428,429,429,429,429,430,429,429,430,429,429,429,429,430,429,428,429,429,429,428,429,429,428,429,429,429
429,428,429,428,429,429,428,428,430,428,428,429,429,429,430,428,429,430,429,429,429,429,429,429,429,430,430,428,429,429,429,429,428,429,429,428,429,429,429,429,428,428,429,429,429,429,430,428,429,429,429,428,428,430,428,428,430,429,429,430
430,430,428,428,429,430,430,429,430,428,430,430,429,429,429,429,430,429,428,429,429,429,430,429,429,429,430,429,429,429,429,429,429,429,429,429,430,428,429,430,428,429,430,429,429,430,428,429,429,429,429,428,428,429,430,429,428,429,429,430
429,429,429,429,429,430,429,429,430,429,430,430,429,430,429,429,428,429,428,428,429,429,429,430,430,429,428,429,428,429,428,429,429,429,430,429,428,430,428,429,429,429,430,429,429,430,429,430,429,429,429,428,429,428,429,428,429,429,429,429
429,429,429,429,428,428,428,429,429,429,429,429,430,429,428,429,429,429,429,429,430,428,429,428,429,430,429,430,429,429,429,428,429,429,429,429,429,429,429,428,429,429,429,430,430,429,429,428,429,428,428,429,429,430,430,429,430,430,429,429
429,429,430,428,429,429,429,429,429,428,428,428,428,428,429,429,429,430,429,430,430,429,429,430,430,429,428,429,430,429,429,430,430,429,430,429,429,429,430,430,430,431,429,429,429,429,429,428,429,429,429,428,428,429,429,429,430,429,429,429
429,429,429,429,428,428,428,429,430,429,430,429,429,430,430,429,429,430,429,429,430,430,429,429,429,429,429,429,429,429,429,429,430,430,429,429,430,430,429,429,429,429,428,429,429,428,430,428,429,429,429,430,428,430,430,429,429,429,429,429
429,430,429,429,429,428,430,430,429,429,429,429,429,428,429,429,429,428,429,428,428,429,430,429,429,430,430,429,429,429,429,429,429,428,429,429,429,428,429,429,428,429,429,429,428,428,429,429,429,430,430,429,430,429,430,431,430,430,430,430
429,430,430,430,431,431,431,429,429,430,430,431,430,430,430,431,430,429,429,431,431,430,430,430,430,430,429,429,430,429,430,429,429,429,430,431,431,431,429,431,431,431,431,431,431,430,430,429,429,430,429,430,430,429,430,431,430,429,430,430
429,429,430,429,429,429,430,431,430,431,429,429,429,429,430,429,430,430,430,429,429,430,430,430,429,429,429,430,430,430,430,429,429,429,429,429,430,429,429,429,429,430,429,430,430,430,430,430,429,430,430,429,429,429,429,429,429,430,429,430
430,430,430,429,429,429,429,429,429,429,430,430,429,429,429,429,430,430,430,429,429,429,429,430,428,428,429,430,429,430,429,430,429,429,430,429,429,429,429,430,429,430,430,430,430,429,429,430,430,431,430,428,429,429,429,429,429,429,429,429
429,429,429,430,430,429,429,429,429,429,429,428,430,430,430,430,431,430,429,428,429,429,430,430,430,431,430,429,429,430,430,431,430,430,429,430,429,429,429,429,429,429,430,429,429,430,429,429,429,430,430,429,429,431,430,429,429,429,430,430
429,429,428,430,429,430,429,430,430,429,429,429,429,429,430,430,429,429,430,430,431,429,429,429,430,430,429,431,430,429,429,429,429,429,429,430,429,429,430,429,429,430,430,428,429,429,429,430,429,429,429,430,430,430,430,430,429,430,429,429
429,430,429,430,428,430,430,429,428,431,429,429,429,430,429,430,429,430,428,430,430,430,429,430,430,430,430,431,428,428,429,429,430,430,429,429,430,430,430,430,430,430,429,429,429,430,429,429,430,429,429,428,429,430,430,429,429,428,429,429
429,429,429,430,430,429,429,429,429,429,430,430,430,428,429,429,430,430,429,430,430,429,429,430,430,430,430,431,429,430,429,430,430,429,430,430,430,430,430,430,429,429,430,430,430,429,430,429,428,430,430,430,430,430,429,429,428,429,429,429
429,428,430,430,429,428,430,430,429,429,429,429,430,430,430,429,429,429,429,429,430,430,429,429,429,429,429,430,429,429,430,430,429,429,430,430,429,429,429,429,429,429,429,430,429,429,430,430,429,429,429,429,428,430,429,429,430,430,429,429
429,429,428,429,428,430,430,428,429,428,429,429,429,429,429,430,429,430,429,428,430,429,429,429,429,429,429,429,429,429,430,430,429,429,428,430,428,430,428,429,429,430,430,428,430,430,429,429,430,430,430,428,430,430,430,429,430,429,429,430
429,430,430,429,430,428,429,430,430,429,429,428,430,430,428,429,429,429,429,429,429,429,428,428,429,429,429,430,430,429,428,429,430,428,428,430,429,428,429,429,429,429,428,429,429,429,429,428,429,430,428,429,429,430,429,429,429,429,429,430
429,429,429,429,428,430,430,430,430,429,430,429,429,429,429,430,429,428,429,429,428,428,429,430,430,429,429,429,429,429,429,429,429,429,430,430,429,429,429,428,428,429,430,430,429,429,428,429,429,430,429,429,429,429,428,428,429,429,429,429
428,429,428,430,430,429,429,428,429,429,429,429,428,429,429,429,430,429,430,429,428,428,429,429,430,430,428,428,429,429,429,429,430,429,429,430,430,428,429,429,429,430,430,428,428,429,430,429,429,429,429,429,429,429,430,429,429,428,429,429
429,429,428,430,429,430,430,429,429,429,429,430,429,429,429,429,428,428,429,429,430,429,429,429,429,429,428,429,429,429,428,430,430,429,429,430,428,430,428,428,428,429,429,429,429,429,429,429,428,429,429,429,430,430,429,429,429,429,428,429
430,430,429,428,429,429,429,428,429,429,428,429,431,429,429,428,428,429,429,429,429,429,428,430,429,428,428,429,429,428,429,428,428,429,429,430,429,429,428,428,430,429,430,429,429,429,429,428,429,429,428,430,428,430,429,429,429,430,429,429
430,429,429,430,428,429,429,429,429,428,428,428,429,429,429,429,429,430,429,428,429,429,429,429,429,428,428,428,428,428,428,428,428,428,428,429,430,428,428,428,428,428,428,428,428,429,428,428,429,429,430,429,428,430,430,429,429,429,429,429
429,429,429,430,429,428,428,429,428,428,429,429,428,429,428,429,430,428,429,428,429,429,429,428,429,429,429,428,428,429,428,428,428,429,429,429,429,429,429,428,429,429,429,429,429,430,429,429,429,428,429,428,430,429,428,428,428,428,429,429
429,428,429,429,429,429,429,430,428,429,429,428,430,430,429,429,430,429,429,429,429,430,431,430,430,430,430,430,430,429,429,429,430,429,428,429,429,429,429,430,429,430,429,429,430,429,430,429,430,430,430,430,430,429,429,430,430,429,430,429
429,429,429,430,429,429,429,430,430,429,429,430,430,430,430,429,428,428,429,429,428,429,429,430,429,430,430,430,429,430,429,429,430,429,430,429,429,429,429,429,429,429,430,429,430,430,430,429,430,430,430,429,430,429,430,429,430,430,429,429
430,429,430,429,429,430,430,430,429,429,429,429,429,430,429,430,430,430,429,430,430,430,430,430,430,430,430,430,429,430,429,429,429,430,429,429,430,429,429,429,429,430,429,429,430,429,430,430,430,429,429,430,429,428,428,428,430,430,430,430
430,429,429,429,429,430,429,430,429,430,430,430,430,429,429,429,429,429,429,430,430,429,430,428,429,429,429,428,429,430,430,430,429,429,429,430,430,430,430,429,429,429,430,430,430,430,429,430,430,430,429,429,429,430,430,430,430,429,430,430
429,429,429,429,429,428,429,429,429,429,429,429,429,429,430,428,429,429,429,428,429,429,429,430,429,429,429,429,429,429,429,428,429,429,429,429,429,430,429,429,429,430,430,429,429,429,430,430,430,428,430,429,429,429,429,430,430,430,430,430
429,429,430,429,429,429,429,428,429,428,429,429,429,429,429,429,429,430,430,430,430,429,429,429,428,430,429,429,429,428,428,428,429,429,429,428,429,429,430,428,428,429,429,429,428,430,430,430,430,429,429,429,429,430,430,430,429,429,429,429
429,429,430,429,429,429,429,430,429,430,430,430,430,429,429,428,429,429,430,429,429,429,429,428,430,430,429,429,430,430,429,428,429,429,429,429,430,430,430,430,429,429,429,428,428,428,429,430,430,430,430,430,429,429,430,429,430,428,429,428
429,430,429,429,429,429,429,430,430,429,430,430,429,429,429,429,429,430,429,430,429,429,430,430,430,429,429,429,429,429,429,430,429,429,429,429,429,429,429,429,430,430,430,430,429,429,430,429,430,429,428,428,430,429,429,430,429,430,429,429
429,430,429,430,430,431,429,429,429,429,429,429,429,429,429,429,429,429,429,429,430,429,429,428,429,429,429,428,428,429,430,429,429,429,429,429,429,430,429,429,430,430,430,429,429,428,429,428,430,429,429,429,430,429,430,430,430,429,429,429
428,429,429,429,430,428,429,428,429,429,429,430,429,429,429,430,429,430,429,430,429,429,429,430,429,429,429,430,428,429,429,430,429,430,429,428,429,429,430,429,429,429,429,430,430,428,430,429,429,430,430,429,429,430,430,430,428,429,429,430
429,430,429,430,429,428,429,428,428,429,429,429,429,429,429,429,429,429,430,430,430,430,429,428,430,429,430,430,430,430,430,429,429,429,428,429,429,429,430,429,429,429,429,429,429,430,430,430,429,429,429,429,429,429,430,428,430,429,429,430
