2023-Aug-04 from 19:00 to 19:59
19:00,19:01,19:02,19:03,19:04,19:05,19:06,19:07,19:08,19:09,19:10,19:11,19:12,19:13,19:14,19:15,19:16,19:17,19:18,19:19,19:20,19:21,19:22,19:23,19:24,19:25,19:26,19:27,19:28,19:29,19:30,19:31,19:32,19:33,19:34,19:35,19:36,19:37,19:38,19:39,19:40,19:41,19:42,19:43,19:44,19:45,19:46,19:47,19:48,19:49,19:50,19:51,19:52,19:53,19:54,19:55,19:56,19:57,19:58,19:59
431,431,431,431,430,431,430,431,431,431,431,431,431,430,430,431,432,431,432,431,432,431,431,431,430,431,431,431,431,431,431,430,430,430,430,431,431,430,431,431,431,430,431,431,431,430,430,431,430,430,430,430,431,431,430,432,431,430,430,431
431,430,431,432,430,430,430,430,430,431,431,431,430,431,431,431,431,431,432,431,431,431,432,430,430,431,430,431,431,431,431,430,432,430,431,431,431,432,430,431,430,431,430,431,431,431,430,431,431,431,431,430,432,430,431,431,430,431,432,431
432,431,431,431,431,430,430,431,431,431,430,432,432,431,431,430,431,430,430,431,431,431,431,431,431,430,432,430,431,431,430,431,430,430,430,431,431,431,431,430,431,431,431,430,431,430,430,431,430,431,430,431,431,431,431,430,431,431,430,432
430,430,431,430,431,430,431,430,430,430,432,430,431,431,430,431,430,430,431,430,430,431,430,431,430,432,430,431,430,430,431,430,430,430,431,431,430,431,430,431,430,431,430,430,431,431,430,430,431,430,431,430,431,431,431,431,432,431,431,431
431,430,431,431,430,431,431,431,430,431,431,430,431,430,430,431,430,431,431,431,431,430,430,432,430,431,430,431,431,431,431,430,431,430,431,431,430,431,431,431,431,431,431,431,430,430,431,431,430,431,431,432,430,431,430,431,432,430,431,431
430,430,430,430,431,430,432,431,430,431,431,430,430,431,431,431,431,430,431,431,430,431,430,431,430,431,431,430,431,431,430,432,430,432,431,431,430,432,431,431,431,431,431,431,431,432,431,431,431,430,431,431,430,430,431,430,431,432,432,431
431,431,430,431,431,431,430,431,430,431,431,431,430,431,430,430,431,430,431,431,430,431,430,430,430,431,431,430,431,432,431,431,431,431,431,431,431,431,431,430,430,431,430,431,430,430,431,430,431,430,431,431,430,431,431,431,431,430,431,430
430,430,431,430,431,431,431,430,431,431,431,431,430,431,430,431,431,430,431,431,430,430,430,430,431,431,430,430,431,431,431,431,432,430,430,432,431,431,430,431,431,431,431,431,431,431,431,431,431,430,431,430,432,430,430,431,431,431,431,431
431,431,430,430,430,431,430,431,431,430,431,430,432,431,431,431,430,432,431,431,431,431,431,432,430,431,430,431,431,431,431,431,431,431,431,430,431,430,430,430,431,430,431,431,431,431,431,431,431,432,430,431,430,430,430,432,430,431,430,430
431,430,431,431,431,431,431,431,431,431,431,430,431,430,430,431,431,431,431,431,430,431,430,431,430,432,431,431,431,430,432,430,430,430,430,431,431,431,431,430,431,430,431,432,430,430,431,431,430,431,431,431,430,431,430,431,431,431,430,431
430,432,430,431,430,431,431,431,430,431,431,431,432,430,431,430,432,431,430,431,430,431,430,430,430,431,430,430,431,431,431,431,431,431,430,431,430,430,430,430,431,432,431,431,431,431,430,431,430,431,431,430,431,431,431,430,430,431,430,431
430,430,431,430,431,430,430,431,430,431,430,431,431,430,430,431,431,431,430,431,431,430,431,431,430,430,430,431,431,430,431,431,431,431,431,431,431,430,431,431,431,430,430,431,431,430,431,431,431,430,431,431,430,430,430,430,432,431,430,431
429,430,431,431,430,431,430,431,431,430,430,431,430,431,430,430,431,431,431,430,431,431,431,432,430,430,431,430,430,430,431,430,431,431,430,431,430,431,431,430,430,431,431,430,431,430,430,431,431,431,430,431,430,430,431,430,431,431,430,431
431,431,430,430,431,430,430,431,430,430,431,431,430,431,430,431,431,430,430,431,431,431,430,431,431,431,431,431,430,430,430,430,430,431,431,430,431,430,431,431,431,431,430,431,430,430,431,430,431,430,432,431,430,431,431,431,430,431,431,431
430,431,431,431,431,431,430,431,431,430,431,430,431,431,431,431,430,431,431,431,430,431,431,431,431,430,431,430,430,431,431,430,430,431,430,430,431,430,431,431,430,431,431,430,430,431,431,430,430,431,431,431,430,431,431,430,430,431,430,430
431,430,431,431,430,431,431,430,431,431,430,431,431,430,431,430,430,431,430,431,431,431,431,430,430,431,430,431,430,430,430,431,431,430,430,430,431,431,431,431,430,431,430,431,430,430,432,430,430,431,431,430,431,431,430,430,431,430,430,431
430,431,430,432,430,430,431,431,430,431,431,430,431,431,430,431,431,430,430,430,431,431,430,431,431,430,431,431,430,430,431,430,430,430,431,430,432,430,431,431,431,431,431,431,430,430,431,430,431,431,430,431,430,431,431,430,430,431,430,431
430,430,431,430,431,431,430,430,430,431,430,431,431,431,431,431,430,431,430,431,431,431,431,431,431,431,432,431,431,431,430,430,431,430,430,431,430,430,430,431,431,431,430,430,430,431,430,430,431,431,431,430,430,431,430,431,431,430,431,430
431,430,430,431,430,430,431,430,430,430,431,430,431,430,430,430,430,431,430,430,431,431,431,431,430,430,431,430,431,430,430,431,431,431,430,431,430,430,430,430,430,431,431,431,430,430,430,431,430,431,430,430,430,430,430,431,431,431,431,431
430,430,431,430,430,430,431,431,430,431,430,430,431,431,430,430,431,430,431,431,430,430,430,430,431,431,430,430,431,431,431,430,431,430,430,430,430,431,431,431,431,430,430,430,430,430,431,430,430,430,430,431,431,431,431,431,431,430,430,430
430,430,430,431,430,430,431,431,430,430,431,430,430,431,430,430,430,430,430,430,431,430,431,430,430,430,431,431,431,430,430,430,431,430,430,430,430,431,430,431,430,430,430,431,431,430,430,430,430,430,430,430,430,430,430,430,431,431,431,431
430,431,430,430,430,431,431,430,430,431,430,430,430,431,430,430,431,430,430,431,430,430,431,431,430,431,430,430,430,431,430,430,431,430,430,431,431,430,430,430,431,430,430,431,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,431
430,431,430,430,431,430,430,431,431,430,431,431,431,431,430,431,430,430,430,430,431,430,430,430,431,430,430,431,431,430,430,430,430,431,430,430,430,431,430,431,431,430,430,430,430,430,430,430,430,430,430,430,431,430,430,431,431,431,430,430
431,430,431,430,430,430,430,431,430,430,431,431,430,430,430,430,430,431,431,431,430,430,431,430,430,430,430,430,431,431,431,429,430,431,430,430,431,431,429,429,430,430,430,430,431,430,429,431,431,431,431,430,430,431,431,430,430,430,430,431
431,430,429,431,430,430,430,430,429,431,429,430,431,430,430,430,430,431,430,430,431,431,430,430,430,430,430,430,431,431,430,430,430,430,431,429,431,431,430,431,430,430,430,430,430,430,431,430,430,431,431,430,429,431,430,430,429,430,430,430
430,431,431,430,430,429,430,430,431,431,429,431,431,430,431,431,430,430,430,431,430,431,431,431,429,429,430,431,430,430,430,430,430,430,430,430,430,431,431,430,430,430,429,431,430,431,431,431,430,430,430,430,430,430,431,429,430,430,431,430
430,430,430,430,431,431,431,430,430,431,430,430,431,431,430,430,431,430,430,430,430,430,430,430,430,430,430,430,429,431,431,430,430,430,430,430,430,431,430,429,430,430,431,431,431,431,429,430,430,431,430,431,430,430,431,430,430,430,431,431
429,429,430,430,430,430,430,430,431,430,430,430,429,429,430,430,430,430,429,431,430,430,429,431,431,431,431,431,431,430,430,430,429,430,430,430,430,430,430,430,431,431,431,430,431,430,430,430,430,430,429,430,430,430,431,430,429,430,430,429
431,431,430,430,430,430,430,430,430,431,429,430,430,430,430,430,430,429,430,431,431,431,430,430,430,430,430,430,431,431,430,430,430,431,431,430,430,430,430,430,430,431,431,430,431,430,430,431,429,430,431,430,431,430,430,431,430,429,429,430
430,430,430,430,430,431,431,430,430,430,430,430,429,430,430,429,430,429,430,429,430,429,430,430,430,429,431,431,430,430,431,431,429,429,429,429,431,431,430,430,430,430,430,430,430,429,429,430,430,431,430,430,430,430,429,430,431,430,430,430
430,430,431,430,431,430,430,430,430,430,430,430,431,430,430,430,429,429,430,430,430,430,430,429,430,430,431,431,431,430,430,430,430,431,430,429,431,429,430,430,430,430,430,430,430,430,430,430,429,431,431,431,430,430,431,430,430,430,431,430
430,430,430,429,429,429,431,431,430,430,430,430,430,431,431,431,430,429,430,430,430,430,431,430,429,429,430,429,431,430,431,430,429,430,430,430,429,430,430,430,430,430,430,430,430,431,431,431,430,431,430,430,429,430,429,429,430,431,430,430
430,430,431,430,430,431,431,430,430,429,430,430,430,431,430,429,430,430,429,430,430,429,430,430,431,431,431,430,430,430,431,430,430,430,430,431,430,430,430,430,429,430,430,430,429,430,430,430,430,431,431,430,430,430,430,429,429,429,431,430
429,430,429,430,430,430,430,430,430,430,430,430,429,431,430,430,431,430,430,429,429,429,431,430,430,429,429,429,430,429,430,429,430,430,431,430,430,430,431,430,431,430,430,430,429,430,430,431,430,431,430,430,431,430,431,430,430,431,431,430
431,430,430,430,430,431,430,430,429,429,429,430,430,431,430,430,431,430,430,431,431,431,430,430,429,430,429,430,430,430,430,431,430,430,429,430,430,430,430,431,430,430,430,430,430,430,429,429,429,430,429,430,430,429,430,430,430,429,429,429
430,430,431,430,431,430,430,430,429,429,429,429,429,430,429,430,430,430,431,431,430,429,429,430,430,429,429,430,430,429,430,430,430,429,431,430,430,430,431,430,430,430,430,429,429,429,429,430,430,430,430,429,430,430,429,429,429,430,430,430
430,430,431,430,430,429,430,430,429,429,429,429,430,430,430,429,430,430,430,430,430,431,430,430,429,429,429,430,429,431,430,431,430,431,430,430,429,429,429,430,429,429,430,429,429,430,429,430,430,430,430,429,431,429,429,430,430,430,429,430
429,430,431,431,430,429,430,430,429,429,430,430,429,430,429,430,431,430,429,430,430,430,430,429,429,429,430,429,431,429,430,430,430,430,430,429,429,429,430,431,431,430,429,430,430,429,430,430,429,430,430,430,430,429,429,430,429,429,430,430
430,430,430,431,429,429,429,429,429,430,430,430,429,429,429,431,430,429,429,429,430,429,429,429,430,429,430,429,429,430,429,430,429,430,429,430,430,430,430,429,430,430,430,430,430,429,429,429,429,429,430,430,429,430,430,429,429,429,430,431
429,429,430,429,429,429,429,429,429,429,430,429,431,430,430,429,430,429,429,429,429,429,430,429,430,430,430,429,429,430,430,431,430,430,429,429,429,430,429,429,429,431,430,430,429,429,429,429,429,429,429,430,430,430,430,430,429,429,430,429
429,429,429,430,430,429,429,429,430,430,430,428,430,430,429,429,429,429,430,430,429,430,430,430,430,429,429,429,429,430,430,429,429,429,429,430,430,430,430,430,430,429,430,430,429,430,430,430,429,430,429,429,431,430,429,429,430,429,430,430
430,430,429,430,429,430,429,429,429,430,430,430,429,429,429,428,429,428,428,429,429,430,429,429,429,429,430,429,429,429,430,430,430,430,430,430,430,430,430,429,429,430,429,429,429,429,428,428,429,429,429,429,429,429,429,430,429,429,430,429
430,429,429,428,429,429,429,428,429,429,429,429,429,428,429,429,429,429,429,429,429,429,429,430,430,429,430,430,429,429,430,429,430,429,430,430,430,430,430,430,430,430,430,429,429,428,429,429,430,429,430,429,430,429,429,429,429,430,430,429
430,430,429,430,429,429,428,429,430,430,429,429,429,429,430,430,429,429,429,429,430,429,429,429,430,430,429,430,430,430,430,430,430,430,430,429,430,429,429,429,429,430,430,429,429,430,430,429,429,429,430,430,430,429,430,430,429,429,429,429
429,429,429,429,429,430,429,429,429,429,430,429,430,430,429,428,428,429,429,429,430,429,430,430,429,429,430,430,430,430,429,430,428,429,428,429,429,429,430,429,429,430,429,429,429,428,429,429,429,429,429,429,429,430,429,429,429,429,429,429
428,429,429,428,428,428,430,429,429,430,428,428,429,429,428,428,429,429,429,429,428,429,429,429,429,430,430,429,430,428,430,429,429,429,430,429,429,429,429,428,429,428,428,429,428,429,429,429,429,429,430,429,429,429,428,429,429,429,430,429
430,429,428,429,428,429,430,429,429,430,430,429,429,428,428,429,430,429,429,429,430,429,429,429,429,430,430,429,430,429,429,429,429,429,429,428,428,429,429,429,429,430,429,429,429,429,429,429,429,429,429,429,430,429,428,428,429,429,428,428
428,430,429,429,429,429,429,429,429,428,429,429,429,428,428,429,429,430,429,430,429,428,429,429,428,429,428,429,428,429,429,429,428,429,429,429,428,429,429,430,430,429,431,428,429,429,429,430,429,428,429,428,428,429,428,429,429,430,429,428
429,428,428,429,429,429,429,429,428,429,428,429,429,429,429,429,428,430,428,428,428,429,430,429,429,429,428,429,430,428,428,429,428,430,429,428,429,429,429,428,430,429,429,428,429,429,430,429,428,429,429,429,429,429,428,429,429,428,429,428
